epoch,train_reconstruction_loss,train_vq_loss,train_physics_loss,train_total_loss,val_reconstruction_loss,val_physics_loss,divergence_error,residual_norm,codebook_perplexity,codebook_utilization,lr
1,0.6501575556993484,19221.257604796854,1.7817220554351807,19222.08585274887,0.3617493147030473,1.8857841603457928,0.7553566694259644,2.5133941173553467,374.085305195299,0.912109375,0.000299794430213186
2,0.3386010195016861,0.05274593986570835,1.9327092213630677,0.5846178855895996,0.34099011961370707,1.9050418213009834,0.792111337184906,2.517782688140869,460.48574753233447,1.0,0.00029917828430524096
3,0.3259246257543564,0.06757867124676704,1.9354682111740111,0.5870501227378845,0.3289423743262887,1.9845015816390514,0.8197645545005798,2.572200059890747,473.8803407724937,1.0,0.00029815325108927063
4,0.3149376654624939,0.07812316569685936,1.9242589616775512,0.5854867322444915,0.3247654363512993,1.9008266851305962,0.7918573021888733,2.5181047916412354,476.3034689225447,1.0,0.0002967221401100708
5,0.2922951810359955,0.11101769030094147,1.85729541015625,0.5890424146652221,0.29377790447324514,1.8965806551277637,0.7573259472846985,2.54799222946167,468.75387109559193,1.0,0.0002948888739433602
6,0.2728615316152573,0.16382447308301926,1.80165065908432,0.6168510746955872,0.2993633449077606,1.900576587766409,0.7218448519706726,2.5651755332946777,470.7486611467325,1.0,0.00029265847744427303
7,0.28721206736564636,0.19889351850748063,1.8051729474067688,0.6666228847503662,0.3261225912719965,1.9706906415522099,0.7418842315673828,2.608152389526367,472.9678431191086,1.0,0.00029003706397458023
8,0.29995166075229646,0.22091313475370408,1.8105984115600586,0.7019246439933777,0.3356532212346792,2.0712198689579964,0.7637746334075928,2.67423677444458,477.0872708744044,1.0,0.0002870318186463901
9,0.30375156772136686,0.23871074479818344,1.8042869968414306,0.7228910174369813,0.3413349986076355,2.0137969367206097,0.7499386072158813,2.6224663257598877,475.6075437650327,1.0,0.00028365097862825513
10,0.3022173331975937,0.2606466120481491,1.7904597010612489,0.7419099204540253,0.3411937337368727,2.044045075774193,0.7420712113380432,2.655151844024658,471.38609328493817,1.0,0.0002799038105676658
11,0.30071048891544344,0.29511888670921327,1.772032398223877,0.7730326220989228,0.34092717431485653,2.1563568487763405,0.7709391117095947,2.7323973178863525,474.8019996445808,1.0,0.00027580058519181355
12,0.30504401683807375,0.31829265010356905,1.7673470602035521,0.8000713770389557,0.3501002797856927,2.1217696741223335,0.7596413493156433,2.7083702087402344,473.21177944487556,1.0,0.00027135254915624206
13,0.30559323596954346,0.33711841809749604,1.7587191953659058,0.818583577632904,0.3564722277224064,2.1206897608935833,0.7595105171203613,2.7142105102539062,476.5509779180845,1.0,0.00026657189421854557
14,0.30546626937389376,0.3589971628189087,1.742791877746582,0.8387426223754882,0.35741143859922886,2.1370812244713306,0.7571234703063965,2.7259628772735596,474.82202429213555,1.0,0.0002614717238216091
15,0.3062062495946884,0.3823580278158188,1.734041934967041,0.8619684746265411,0.35630174446851015,2.267955105751753,0.7796356678009033,2.811264991760254,474.6692498995077,1.0,0.0002560660171779821
16,0.30766679251194,0.4055913978815079,1.7241563024520874,0.8856738269329071,0.3704719413071871,2.1455879248678684,0.7445904612541199,2.7295472621917725,473.3304366123781,1.0,0.0002503695909538287
17,0.30848294484615324,0.42812193608284,1.712133936405182,0.9078182802200317,0.3740682480856776,2.167947795242071,0.7571007013320923,2.7411839962005615,474.96677195306194,1.0,0.0002443980586574756
18,0.31111808824539183,0.4502689917087555,1.7023037524223328,0.9316174619197846,0.36944004241377115,2.2647605240345,0.7705013155937195,2.817702054977417,475.7187577664694,1.0,0.0002381677878438709
19,0.3113199006319046,0.4738587201833725,1.6838288898468017,0.953561514377594,0.3887964291498065,1.9456345438957214,0.7035735845565796,2.5831828117370605,469.1176080876486,1.0,0.000231695855252254
20,0.31038757622241975,0.49754002237319944,1.6566456713676452,0.973592171907425,0.38370788749307394,2.1274355202913284,0.7133356928825378,2.7266879081726074,467.1515805777835,1.0,0.0002249999999999999
21,0.3103718376159668,0.5173122237920761,1.6341338696479797,0.991097448348999,0.38414763007313013,2.092477034777403,0.7030854225158691,2.706106185913086,468.9457604547368,1.0,0.00021809857496093193
22,0.308999727845192,0.5328661954402923,1.6036384162902833,1.0022297687530517,0.39177221711724997,1.9193182922899723,0.6596795916557312,2.591312885284424,468.41907353582815,0.99609375,0.00021101049646136998
23,0.30768467819690704,0.5466584599018097,1.5767358813285828,1.0120167231559754,0.38640217669308186,2.0481540597975254,0.6649540662765503,2.6920995712280273,469.6678589600562,1.0,0.00020375519243179502
24,0.3051239629983902,0.5625600204467773,1.5365449409484864,1.0213384771347045,0.3764661764726043,2.030140072107315,0.6602846384048462,2.680164098739624,472.1325778480265,1.0,0.00019635254915624205
25,0.30047783982753756,0.57516370844841,1.4959469304084778,1.0252362377643585,0.3725416446104646,2.1613947451114655,0.6446258425712585,2.746662139892578,469.8801272065353,1.0,0.00018882285676537805
26,0.2956596213579178,0.5823028709888458,1.4555032267570496,1.0235128176212311,0.36621478106826544,2.0790512710809708,0.61921626329422,2.7066729068756104,472.01787173697596,1.0,0.00018118675362266382
27,0.290890385389328,0.5877547471523284,1.4174921793937683,1.0203943486213685,0.36402990110218525,2.062488116323948,0.6132605075836182,2.7257134914398193,469.47098798484967,0.998046875,0.0001734651697560346
28,0.28597820961475373,0.5916853408813476,1.3874262795448302,1.0164061760902405,0.35951018147170544,1.9815281443297863,0.5906610488891602,2.6703760623931885,469.90351406660415,0.998046875,0.00016567926949014798
29,0.2816580440998077,0.5957008175849915,1.3522350034713746,1.0125823569297792,0.354237443767488,1.8979327827692032,0.5689360499382019,2.6251416206359863,470.13473080191966,1.0,0.0001578503934364415
30,0.2765207675695419,0.5974304220676422,1.3144577808380127,1.0053969683647155,0.348212419077754,1.9136782921850681,0.560311496257782,2.6469027996063232,472.59629824026854,0.998046875,0.00015
