epoch,train_reconstruction_loss,train_vq_loss,train_physics_loss,train_total_loss,val_reconstruction_loss,val_physics_loss,divergence_error,residual_norm,codebook_perplexity,codebook_utilization,lr
1,0.42706785851716994,17361.63644195375,18.21633031463623,17362.063574738382,0.21572106191888452,23.727984845638275,1.3310385942459106,9.694808959960938,359.5395537299612,0.859375,0.000299794430213186
2,0.19560987406969071,0.036116077065467836,24.715030326843262,0.23172595077753066,0.1962591833434999,24.78574001789093,1.3102657794952393,9.927209854125977,475.8358833435625,1.0,0.00029917828430524096
3,0.1860007409453392,0.03633521394431591,25.021405601501463,0.22233595484495164,0.1924530635587871,24.20217752456665,1.3039236068725586,9.80684757232666,475.89686924857165,1.0,0.00029815325108927063
4,0.18176683950424194,0.04059391455352306,24.772552360534668,0.2223607542514801,0.19007259886711836,24.113648772239685,1.2892251014709473,9.783712387084961,475.86199065364514,1.0,0.0002967221401100708
5,0.1749132262468338,0.06741325129568577,23.18733706665039,0.24232647746801375,0.183680709451437,19.716042160987854,1.1732358932495117,8.841106414794922,472.3394743438673,1.0,0.0002948888739433602
6,0.1356697296500206,0.08657752966880798,12.970691820144653,0.22224725836515427,0.11006360850296915,6.620556280016899,0.5816379189491272,5.122147560119629,466.3071226390217,0.998046875,0.00029265847744427303
7,0.08424516463279724,0.059147503718733785,4.263151268959046,0.14339266857504845,0.08089002408087254,2.9815026745200157,0.3500644564628601,3.459606885910034,448.27518863034237,0.9921875,0.00029003706397458023
8,0.06860361859202385,0.046285109415650366,2.524176343917847,0.11488872817158699,0.07286791363731027,2.3034903071820736,0.3048899471759796,3.0448052883148193,453.6424664248063,1.0,0.0002870318186463901
9,0.062414098024368286,0.042685416296124455,2.1366655116081237,0.10509951424598694,0.0680048584472388,2.0507032983005047,0.2758755385875702,2.8677263259887695,455.9197150978403,0.998046875,0.00028365097862825513
10,0.0582544969022274,0.04086880645155907,1.9747882356643678,0.09912330320477486,0.06595247762743384,2.0755545161664486,0.26383161544799805,2.887106418609619,459.7139992995346,0.998046875,0.0002799038105676658
11,0.05553975263237953,0.039479584008455276,1.8590526990890504,0.09501933667063713,0.062374095199629664,1.8348868153989315,0.24680586159229279,2.721924304962158,458.58156811494814,0.998046875,0.00027580058519181355
12,0.05334887430071831,0.038556309893727304,1.7844934215545654,0.09190518432855606,0.060111378552392125,1.7540106661617756,0.23991169035434723,2.6568872928619385,457.2876237712126,0.998046875,0.00027135254915624206
13,0.05159078592061996,0.03792533506453037,1.731581847667694,0.08951612105965615,0.0584427728317678,1.7990128360688686,0.23780658841133118,2.691467046737671,464.3160953870523,1.0,0.00026657189421854557
14,0.04934276983141899,0.03683305631577968,1.6951935477256774,0.08617582610249519,0.056656125700101256,1.7234133072197437,0.23286403715610504,2.6331660747528076,458.11668014946497,0.994140625,0.0002614717238216091
15,0.04706469996273518,0.035117736950516704,1.6561242575645447,0.08218243673443794,0.05346914229448885,1.6057905405759811,0.22174718976020813,2.5437066555023193,460.0021076316575,0.99609375,0.0002560660171779821
16,0.044238517761230466,0.03228468284010887,1.6159814586639405,0.07652320066094398,0.04988201265223324,1.7460187338292599,0.22336944937705994,2.6470232009887695,462.53101298010927,1.0,0.0002503695909538287
17,0.04171873660385609,0.029157100461423398,1.5601535248756409,0.07087583711743355,0.046550138387829065,1.5776616744697094,0.20962071418762207,2.5195250511169434,462.70612169167765,1.0,0.0002443980586574756
18,0.03981568251550198,0.02777819811552763,1.501758885383606,0.06759388047456741,0.045787945156916976,1.5699940584599972,0.207172229886055,2.5140445232391357,469.2731478474244,1.0,0.0002381677878438709
19,0.03850314952433109,0.02744582909345627,1.4456931562423707,0.0659489786028862,0.04532465001102537,1.4288423135876656,0.1986473947763443,2.4010448455810547,461.0082437056096,0.998046875,0.000231695855252254
20,0.03737507060170173,0.027321042150259017,1.414718740940094,0.06469611260294915,0.04361744085326791,1.438975278288126,0.19843831658363342,2.409008741378784,463.80244967043944,1.0,0.0002249999999999999
21,0.03637192083895206,0.02728246833384037,1.3802835474014281,0.0636543892621994,0.043705052114091814,1.4281334020197392,0.196403369307518,2.4012882709503174,465.4742561989783,1.0,0.00021809857496093193
22,0.035522192478179934,0.027471732802689077,1.3518192591667175,0.06299392540752888,0.042139687575399876,1.4485746398568153,0.1977601796388626,2.41387939453125,466.91854811669117,1.0,0.00021101049646136998
23,0.03495500585436821,0.02763438640534878,1.3306003346443176,0.06258939209580422,0.042033907608129084,1.3402900882065296,0.1889273226261139,2.3191685676574707,461.4793222866257,0.998046875,0.00020375519243179502
24,0.03434394094347954,0.027911597825586797,1.3082804369926453,0.062255538821220396,0.04237264720723033,1.4415047205984592,0.19310110807418823,2.4089701175689697,464.9746072461543,1.0,0.00019635254915624205
25,0.03385774873197079,0.02810884776711464,1.2920673542022705,0.06196659652888775,0.04111232061404735,1.3100098967552185,0.18710631132125854,2.2931625843048096,463.3708021501574,1.0,0.00018882285676537805
26,0.033283360943198205,0.02819280245900154,1.2749141607284546,0.06147616346180439,0.04023068305104971,1.3816005513072014,0.1896452158689499,2.3527603149414062,467.0003743415269,0.998046875,0.00018118675362266382
27,0.03296923385560512,0.028261111319065092,1.255558608531952,0.061230345144867894,0.04072614340111613,1.2837282605469227,0.18686911463737488,2.271773338317871,465.5423966389431,0.998046875,0.0001734651697560346
28,0.03257078541070223,0.028337700299918653,1.2419971575736999,0.06090848559141159,0.04071904951706529,1.386537916958332,0.18974719941616058,2.3595352172851562,469.4334974187034,1.0,0.00016567926949014798
29,0.03215810215473175,0.027692964293062686,1.2206576352119445,0.05985106641054153,0.039741705637425184,1.2693427465856075,0.1821622997522354,2.259599208831787,467.5123677723186,0.998046875,0.0001578503934364415
30,0.03168890523165464,0.028455347739160062,1.218011571407318,0.06014425288140774,0.03934528969693929,1.2421035207808018,0.1813875436782837,2.236259698867798,461.2608647251489,0.998046875,0.00015
31,0.031447564661502836,0.028226540699601173,1.2105705423355102,0.05967410545051098,0.03937966062221676,1.2387485280632973,0.179855078458786,2.2357044219970703,466.047051126231,1.0,0.0001421496065635584
32,0.031032551310956478,0.028364732146263123,1.1967589550018312,0.05939728358387947,0.03966933430638164,1.259583257138729,0.184981107711792,2.2511703968048096,464.0050882713037,1.0,0.00013432073050985197
33,0.030732618257403373,0.02790622829645872,1.1777365231513977,0.058638846591115,0.039665024029091,1.2750950623303652,0.18117892742156982,2.264824867248535,462.1911774838563,1.0,0.00012653483024396533
34,0.03065130303055048,0.027368888698518275,1.1705014743804931,0.05802019160985947,0.03867218014784157,1.1583301965147257,0.17246703803539276,2.1623220443725586,460.38600365524513,1.0,0.00011881324637733606
